Index,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Pages,Num Pages,Issue,Volume,Notes,Manual Tags
907,conferencePaper,2003,"Miwa, H.; Okuchi, T.; Itoh, K.; Takanobu, H.; Takanishi, A.","A new mental model for humanoid robots for human friendly communication introduction of learning system, mood vector and second order equations of emotion",2003 IEEE International Conference on Robotics and Automation (Cat. No.03CH37422),,,10.1109/ROBOT.2003.1242146,,3588–3593 vol.3,,,3,D3,artificial intelligence; autonomic nerve system; Cognitive science; Equations; eyes; human friendly communication; human-like emotion; human-like head robots; human-machine interaction; humanoid robots; Humans; intelligent robots; interactive systems; learning system; Learning systems; man-machine systems; mental dynamics; mental model; mood; mood vector; neurophysiology; neuro robotics; Robot kinematics; Robot sensing systems; second order equation of motion; service robots
908,conferencePaper,2012,"Duncan, B. A.; Murphy, R. R.",A preliminary model for comfortable approach distance based on environmental conditions and personal factors,2012 International Conference on Collaboration Technologies and Systems (CTS),,,10.1109/CTS.2012.6261117,,622–627,,,,D3,Human Factors and Evaluation Methodologies; Interaction Control in Robotic Systems
909,conferencePaper,2014,"Masuyama, N.; Islam, M. N.; Loo, C. K.",Affective communication robot partners using associative memory with mood congruency effects,2014 IEEE Symposium on Robotic Intelligence in Informationally Structured Space (RiiSS),,,10.1109/RIISS.2014.7009178,,1–8,,,,D3,affective communication robot partners; artificial associative memory models; Associative memory; Clustering algorithms; communication partners; complex-valued bidirectional associative memory model; content-addressable storage; face; face recognition; facial expressions; gesture expressions; gesture recognition; human emotions; human memory; human-robot interaction; interactive robot system; mood; mood congruency effects; multimodal information; psychology; robots; Shape
910,conferencePaper,2012,"Grunberg, D. K.; Batula, A. M.; Schmidt, E. M.; Kim, Y. E.",Affective gesturing with music mood recognition,2012 12th IEEE-RAS International Conference on Humanoid Robots (Humanoids 2012),,,10.1109/HUMANOIDS.2012.6651542,,343–348,,,,D3,acoustics; Correlation; emotion recognition; humanoid robots; mood; robot motion
911,conferencePaper,2005,"Gebhard, Patrick",ALMA: A Layered Model of Affect,Proceedings of the Fourth International Joint Conference on Autonomous Agents and Multiagent Systems,978-1-59593-093-4,,10.1145/1082473.1082478,http://doi.acm.org/10.1145/1082473.1082478,29–36,,,,D3,embodied conversational characters; emotion; mood; personality; simulation of affect
912,conferencePaper,2005,"Guojiang, Wang; Zhiliang, Wang; Longxing, Li",An affective model of artificial psychology [computational affection model],"Proceedings. 2005 International Conference on Communications, Circuits and Systems, 2005.",,,10.1109/ICCCAS.2005.1495288,,1064,,,2,D3,Affective Model; artificial intelligence; artificial psychology; backpropagation; biorhythm; BP network; computational affection model; computational modeling; Computer architecture; Educational institutions; emotion space; environment/virtual agent interaction ability; Extraterrestrial phenomena; human computer interaction; Human-Computer Interaction; Information science; intelligent robots; interactive agent affective behavior; mood; Organisms; personality; psychology; software agents
913,conferencePaper,2008,"Chao-gang, W.; Jie-yu, Z.; Yuan-yuan, Z.",An Emotion Generation Model for Interactive Virtual Robots,2008 International Symposium on Computational Intelligence and Design,,,10.1109/ISCID.2008.170,,238–241,,,2,D3,3D facial expression animation; 3D virtual human head; Application software; artificial intelligence; Atherosclerosis; Chaos; computational intelligence; Computer science; control engineering computing; Emotion generation; facial expressions; human computer interaction; Human-Computer Interaction; human emotion generation model; human robot interaction; intelligent robots; interactive virtual robots; machine intelligence; mood; multimodal virtual human; neural networks; PAD emotion space; pleasure-arousal-dominance emotion space; random graphical model; random graphical models; random graphs; robots; virtual reality
914,conferencePaper,2008,"He, S.; Liu, Z.; Xiong, W.",An Emotion Model for Virtual Agent,2008 International Symposium on Computational Intelligence and Design,,,10.1109/ISCID.2008.119,,511–514,,,1,D3,cognitive architecture; computational intelligence; Computer architecture; computer graphics; emotion; emotion decay mechanism; emotion filtering; emotion model; emotion recognition; emotion transformation mechanism; filtering; fuzzy inference system; fuzzy set theory; fuzzy systems; Helium; inference mechanisms; Information science; mood; motivation; OCC model; Pain; psychology; virtual agent
915,conferencePaper,2000,"Price, Rachel; Douther, Craig; Jack, Mervyn A.",An Investigation of the Effectiveness of Choreography for the Portrayal of Mood in Virtual Environments,Proceedings of the Fourth International Conference on Autonomous Agents,978-1-58113-230-4,,10.1145/336595.336977,http://doi.acm.org/10.1145/336595.336977,54–55,,,,D3,Agents; choreography; design; gesture; mood
916,conferencePaper,2015,"Asahina, Wakana; Okada, Narumi; Iwamoto, Naoya; Masuda, Taro; Fukusato, Tsukasa; Morishima, Shigeo",Automatic Facial Animation Generation System of Dancing Characters Considering Emotion in Dance and Music,SIGGRAPH Asia 2015 Posters,978-1-4503-3926-1,,10.1145/2820926.2820935,http://doi.acm.org/10.1145/2820926.2820935,11:1–11:1,,,,D3,
917,conferencePaper,2005,"Itoh, K.; Miwa, H.; Matsumoto, M.; Zecca, M.; Takanobu, H.; Roccella, S.; Carrozza, M. C.; Dario, P.; Takanishi, A.",Behavior model of humanoid robots based on operant conditioning,"5th IEEE-RAS International Conference on Humanoid Robots, 2005.",,,10.1109/ICHR.2005.1573571,,220–225,,,,D3,biomedical engineering; Cognitive science; emotion expression humanoid robot; humanoid robots; Humans; mobile robots; mood; natural bilateral interaction; operant conditioning; Orbital robotics; path planning; personal robots; psychological behavior model; psychology; robot behavior; Robotic assembly; Robot kinematics; service robots
918,conferencePaper,2016,"Serra, José; Orvalho, Verónica; Cosker, Darren",Behavioural Facial Animation Using Motion Graphs and Mind Maps,Proceedings of the 9th International Conference on Motion in Games,978-1-4503-4592-7,,10.1145/2994258.2994270,http://doi.acm.org/10.1145/2994258.2994270,161–166,,,,D3,behavioural simulation; facial animation; procedural generation
919,conferencePaper,2016,"Antunes, Rui Filipe; Magnenat-Thalmann, Nadia",Bio-Inspired Virtual Populations: Adaptive Behavior with Affective Feedback,Proceedings of the 29th International Conference on Computer Animation and Social Agents,978-1-4503-4745-7,,10.1145/2915926.2915929,http://doi.acm.org/10.1145/2915926.2915929,101–110,,,,D3,Artificial Life; Artificial Societies; Crowd Simulation; Emotional Characters; Multi-Agent Frameworks
920,conferencePaper,2014,"Xu, Junchao",Body Language of Humanoid Robots for Mood Expression,Proceedings of the 2014 International Conference on Autonomous Agents and Multi-agent Systems,978-1-4503-2738-1,,,http://dl.acm.org/citation.cfm?id=2615731.2616139,1711–1712,,,,D3,behavioral cues; body language; human robot interaction (hri); mood expression; nonverbal cues; social robots
921,conferencePaper,2013,"Sharma, Megha; Hildebrandt, Dale; Newman, Gem; Young, James E.; Eskicioglu, Rasit",Communicating Affect via Flight Path: Exploring Use of the Laban Effort System for Designing Affective Locomotion Paths,Proceedings of the 8th ACM/IEEE International Conference on Human-robot Interaction,978-1-4673-3055-8,,,http://dl.acm.org/citation.cfm?id=2447556.2447671,293–300,,,,D3,Adaptation models; aerospace robotics; affective computing; affect-oriented flying-robot locomotion styles; Educational institutions; emotion recognition; flight path; flying robot motions; formal experiment; geometric shape; geometry; human-robot interaction; laban effort system; Laban effort system parameters; locomotion-style communication channel; motion parameters; movement personalities; path planning; people robot communication; psychology; robot motion; Shape; social human-robot interaction; Standards; stylistic flying-robot locomotion path design; telecommunication channels
922,conferencePaper,2013,"Woo, Jinseok; Kubota, N.; Shimazaki, J.; Masuta, H.; Matsuo, Y.; Lim, Hun-ok",Communication based on Frankl's psychology for humanoid robot partners using emotional model,2013 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE),,,10.1109/FUZZ-IEEE.2013.6622536,,1–8,,,,D3,communication system; computational intelligence; computational modeling; Educational institutions; emotional model; Emotional Models; Frankl psychology; humanoid robot partner sytem; humanoid robots; human-robot interaction; mood; neural network; Neurons; psychology; Robot Partners; Robot sensing systems; social interaction; utterance systems
923,conferencePaper,2002,"Smid, K.; Pandzic, I. G.",Conversational virtual character for the Web,Proceedings of Computer Animation 2002 (CA 2002),,,10.1109/CA.2002.1017543,,240–247,,,,D3,artificial intelligence; audio video analysis; computational modeling; computer animation; Computer interfaces; conversation; dialogue management; facial animation; graphical simulations; human-computer interface; Humans; interactive systems; Knowledge Management; natural languages; Service oriented architecture; speech analysis; speech synthesis; talking virtual characters; user interfaces; virtual reality
924,conferencePaper,2003,"Arai, F.; Tachinaba, D.; Jung, Myung-Jin; Fukuda, T.; Hasegawa, Y.",Development of character robots for human-robot mutual communication,"The 12th IEEE International Workshop on Robot and Human Interactive Communication, 2003. Proceedings. ROMAN 2003.",,,10.1109/ROMAN.2003.1251772,,31–36,,,,D3,3D deformation model; actuator modules; Character recognition; character robot; character robots; Communication channels; Deformable models; emotion recognition; Eyelids; face recognition; facial expression functions; home network manager; human computer interaction; human robot interaction; human-robot mutual communication; man-machine systems; mechanical constraints; natural modalities; Prototypes; robot-head system; robotic systems; robots; Robot sensing systems; speech recognition; Tactile sensors
